booking_id,game_id,employee_id,location_id,booking_date,num_players,total_cost,tip_received
1257,11,33,1,2021-09-06,9,90,18.0
1258,77,11,1,2022-05-11,6,60,10.937245326846911
1259,55,12,1,2022-12-01,11,110,18.883980804101615
1260,149,32,1,2022-01-22,10,100,10.0
1261,128,35,1,2022-05-18,7,70,14.0
1262,55,28,1,2021-10-26,11,110,21.537858578706327
1263,47,31,1,2022-05-14,9,90,15.869763782077122
1264,71,34,1,2022-07-02,8,80,15.704409632013274
1265,88,6,1,2021-09-18,7,70,7.0
1266,9,31,2,2022-01-09,7,70,14.0
1267,111,8,1,2022-01-07,9,90,14.70583900979766
1268,109,14,1,2021-04-09,7,70,8.015060793293259
1269,25,32,1,2021-04-17,8,80,8.998518242835171
1270,20,26,1,2021-11-16,10,100,10.168608868254344
1271,150,6,2,2021-03-28,9,90,11.157703924483284
1272,77,10,2,2022-03-02,10,100,20.0
1273,12,8,1,2022-11-17,9,90,9.962795578000245
1274,43,34,2,2022-03-10,12,120,24.0
1275,84,36,1,2022-10-15,7,70,14.0
1276,63,22,1,2022-06-07,10,100,12.561858014598878
1277,128,13,1,2022-01-19,7,70,12.68600964636437
1278,150,21,1,2022-11-06,9,90,18.0
1279,22,16,2,2022-10-22,8,80,13.133121875805635
1280,16,20,1,2022-04-06,7,70,8.014947397676407
1281,112,21,1,2022-01-19,8,80,12.508160539103251
1282,4,6,1,2021-06-28,10,100,13.749384757815058
1283,24,38,1,2021-11-01,9,90,13.377319414516245
1284,88,35,1,2022-05-02,8,80,13.867937764108701
1285,47,12,1,2022-02-27,11,110,11.0
1286,49,4,2,2022-12-21,7,70,12.165132271214292
1287,33,1,1,2022-07-02,7,70,13.354524071203464
1288,115,33,2,2022-12-08,6,60,10.072073649905938
1289,51,19,1,2022-10-02,9,90,18.0
1290,40,23,2,2022-11-05,8,80,13.760655028679997
1291,22,20,1,2022-12-03,8,80,14.458317333991936
1292,125,32,1,2021-09-21,7,70,10.6128114385377
1293,11,17,2,2021-12-25,9,90,18.0
1294,101,10,2,2021-08-07,8,80,13.331831597799457
1295,123,14,2,2022-10-04,8,80,16.0
1296,117,31,2,2022-01-24,11,110,21.479122040906812
1297,54,18,2,2022-05-21,7,70,11.608743263296127
1298,35,12,2,2021-06-12,8,80,8.0
1299,44,1,1,2022-11-24,8,80,16.0
1300,6,34,1,2022-08-27,7,70,7.0
1301,108,17,1,2021-06-07,9,90,18.0
1302,142,7,1,2022-06-25,8,80,8.0
1303,86,21,2,2021-02-15,9,90,14.558583992392279
1304,34,38,2,2022-06-25,7,70,12.562565089154685
1305,106,16,1,2021-03-01,9,90,15.465185844160585
1306,3,4,2,2021-11-06,9,90,10.413027918549643
1307,131,13,2,2022-11-12,8,80,15.154146804532491
1308,31,8,2,2022-10-12,10,100,13.43730660846161
1309,49,7,1,2022-03-27,7,70,8.58793047273982
1310,40,37,1,2021-01-08,9,90,9.654233216522645
1311,92,18,1,2022-04-05,6,60,7.630143015456493
1312,15,25,1,2021-12-07,8,80,13.242734007565506
1313,93,36,2,2021-10-18,9,90,11.527588188698994
1314,5,35,2,2021-05-26,8,80,16.0
1315,12,32,2,2022-03-05,8,80,11.27309010058406
1316,119,24,2,2022-10-06,8,80,12.46788605823086
1317,65,39,1,2022-04-07,9,90,15.432026699178607
1318,8,13,2,2021-07-14,7,70,14.0
1319,81,24,2,2022-09-18,8,80,10.878389782265444
1320,95,10,1,2022-10-09,7,70,12.099624441765988
1321,126,5,1,2022-10-03,7,70,11.041042769395682
1322,19,5,1,2021-08-15,9,90,9.0
1323,88,18,1,2021-10-11,8,80,16.0
1324,22,36,2,2021-08-08,10,100,17.743179350120005
1325,63,12,2,2021-06-10,8,80,9.489071916225031
1326,34,35,2,2021-02-10,7,70,9.485786974622279
1327,140,34,2,2022-03-05,6,60,9.208000370377492
1328,99,21,2,2021-08-01,9,90,18.0
1329,67,12,1,2021-02-02,8,80,11.144154166942249
1330,16,32,2,2022-04-24,7,70,7.0
1331,20,39,1,2021-03-27,8,80,16.0
1332,86,10,2,2021-05-23,10,100,14.053834358536156
1333,144,19,2,2021-01-13,9,90,9.0
1334,150,3,1,2022-03-22,9,90,18.0
1335,84,11,1,2022-05-01,10,100,16.84234196089756
1336,89,4,2,2022-08-04,10,100,12.333315971020964
1337,19,11,1,2021-02-02,9,90,18.0
1338,52,32,1,2022-12-23,11,110,17.11487543234491
1339,148,7,2,2021-11-11,7,70,13.901915101233463
1340,106,8,2,2022-06-22,6,60,6.0
1341,88,19,1,2021-11-20,7,70,13.971705397011881
1342,137,18,1,2022-11-25,9,90,18.0
1343,31,27,1,2022-06-19,9,90,9.0
1344,56,3,2,2022-09-15,9,90,15.402156962678848
1345,92,15,1,2022-06-25,7,70,7.0
1346,66,7,1,2021-06-03,7,70,14.0
1347,42,26,1,2021-11-20,8,80,16.0
1348,135,7,1,2021-10-15,8,80,8.0
1349,67,21,2,2022-04-15,10,100,16.77606205451714
1350,91,9,1,2022-03-19,9,90,14.06030347912319
1351,103,9,1,2022-09-02,9,90,11.864140121003564
1352,123,19,1,2022-11-12,7,70,10.035733956772473
1353,7,18,2,2022-02-08,12,120,20.795956927030424
1354,65,33,2,2021-08-28,9,90,15.33161459905385
1355,43,19,2,2022-07-09,8,80,11.56951945593659
1356,144,4,2,2022-04-14,8,80,16.0
1357,25,19,2,2021-11-15,8,80,8.0
1358,30,20,2,2021-05-08,8,80,8.134706369479229
1359,28,23,1,2022-11-05,8,80,16.0
1360,81,4,2,2021-11-04,12,120,15.199630579640026
1361,36,6,2,2021-07-10,10,100,14.43466663078782
1362,45,4,1,2021-02-19,8,80,12.882191267194875
1363,108,21,1,2022-05-19,9,90,12.361982954569319
1364,78,37,2,2022-02-21,7,70,11.678784123702599
1365,29,17,1,2021-02-08,10,100,10.0
1366,133,37,1,2022-06-04,8,80,11.721092909097429
1367,47,32,2,2021-09-27,10,100,12.629263465099271
1368,52,17,2,2021-04-11,9,90,10.821584672288903
1369,71,36,2,2021-10-28,7,70,9.992019827338442
1370,129,28,2,2021-07-24,9,90,11.375874168030439
1371,124,18,2,2021-08-21,9,90,10.64049556223936
1372,83,16,2,2021-03-27,9,90,15.032579511752234
1373,134,35,1,2022-04-28,12,120,12.0
1374,41,8,1,2021-03-26,7,70,11.731807001750616
1375,63,5,2,2021-08-18,8,80,11.396215877629377
1376,134,12,2,2022-12-14,8,80,16.0
1377,18,13,2,2021-10-23,9,90,18.0
1378,88,8,2,2021-03-28,8,80,12.321304995129303
1379,49,18,1,2022-09-25,8,80,8.0
1380,139,35,2,2021-11-22,7,70,14.0
1381,112,30,1,2022-05-18,8,80,8.285770305156063
1382,137,23,2,2022-05-07,8,80,8.0
1383,16,4,2,2021-12-15,7,70,14.0
1384,82,17,1,2022-10-02,9,90,9.0
1385,80,10,1,2022-12-28,6,60,12.0
1386,136,15,2,2021-02-19,9,90,14.207431041188434
1387,57,1,2,2021-03-07,8,80,8.0
1388,73,33,2,2022-10-27,11,110,11.348603713596038
1389,3,14,1,2022-05-15,9,90,10.06417407441519
1390,110,3,1,2021-03-26,10,100,14.563033908791787
1391,74,13,1,2022-01-15,10,100,15.005320977821793
1392,47,4,2,2022-08-17,9,90,11.049557564757297
1393,15,13,1,2021-01-25,9,90,15.589908271095226
1394,145,38,2,2021-10-25,8,80,8.0
1395,12,23,2,2021-02-01,8,80,8.457604272193489
1396,105,39,1,2022-12-22,7,70,8.326913761646987
1397,17,5,2,2021-04-05,8,80,15.701684482128817
1398,57,28,1,2022-02-13,7,70,14.0
1399,126,28,1,2021-11-04,8,80,16.0
1400,73,6,1,2022-07-07,10,100,17.478085457758226
1401,61,6,1,2022-12-24,9,90,15.871726651211464
1402,26,38,2,2022-06-24,9,90,18.0
1403,32,22,2,2022-08-05,8,80,10.501204625517875
1404,97,6,1,2022-05-11,7,70,13.23910831514317
1405,35,17,2,2022-09-01,10,100,18.8651911136564
1406,19,36,1,2022-07-02,8,80,8.231477863741759
1407,83,29,1,2022-03-10,9,90,9.0
1408,31,9,2,2021-03-24,8,80,11.422903402336452
1409,56,12,1,2021-11-20,9,90,14.767490012828823
1410,150,9,2,2022-02-03,9,90,9.482809065065421
1411,150,39,1,2022-11-25,9,90,15.289535667324703
1412,14,11,2,2021-12-25,7,70,14.0
1413,36,8,2,2021-10-16,6,60,10.408253865776324
1414,110,12,2,2021-08-07,8,80,15.726342016296694
1415,100,34,2,2021-08-05,11,110,11.0
1416,36,14,1,2021-07-02,10,100,12.343995162309149
1417,122,13,2,2022-11-20,9,90,12.96906952118149
1418,123,3,1,2021-02-24,9,90,16.063853818193213
1419,88,5,1,2021-08-04,7,70,14.0
1420,97,5,1,2022-06-06,7,70,10.835726213221259
1421,140,26,2,2021-05-21,12,120,14.94028253792013
1422,137,16,1,2021-05-15,8,80,10.041976108212037
1423,59,9,2,2022-01-11,9,90,18.0
1424,81,6,1,2022-05-08,9,90,9.0
1425,137,31,1,2021-07-05,10,100,11.859971507285696
1426,129,23,1,2022-10-18,9,90,13.057831163821648
1427,141,17,1,2021-09-18,7,70,11.528704970264519
1428,148,19,1,2021-07-02,8,80,8.0
1429,68,20,2,2022-08-21,7,70,12.267861447169974
1430,80,6,2,2022-02-24,6,60,8.809263213253004
1431,80,13,2,2021-05-07,6,60,10.761720654176838
1432,60,21,1,2022-09-28,8,80,10.625951298572337
1433,16,11,2,2021-04-18,7,70,10.946960253997558
1434,140,17,2,2021-08-25,6,60,9.998885302971482
1435,110,15,2,2022-05-14,10,100,13.431678517236397
1436,59,38,1,2022-06-02,8,80,8.0
1437,75,32,2,2022-09-13,10,100,20.0
1438,125,1,2,2022-02-07,8,80,9.406650714983611
1439,72,11,1,2022-12-10,7,70,10.013924416927871
1440,51,33,2,2022-10-13,9,90,11.994356319152766
1441,142,22,2,2021-10-17,8,80,16.0
1442,94,18,1,2021-08-08,9,90,10.21300406052477
1443,17,5,1,2022-10-19,7,70,8.910514884180378
1444,34,39,1,2022-10-11,7,70,9.382259550078807
1445,32,2,2,2022-10-19,11,110,16.965749595400734
1446,100,19,1,2022-03-27,9,90,9.898499891765514
1447,65,33,2,2021-07-02,9,90,13.954556356841339
1448,52,17,2,2022-01-09,10,100,10.0
1449,36,20,2,2021-07-03,11,110,11.0
1450,75,4,2,2022-06-11,8,80,8.519807325809321
1451,117,33,2,2021-12-03,12,120,24.0
1452,95,18,1,2022-12-11,7,70,13.867472803887267
1453,77,3,1,2022-06-06,9,90,9.0
1454,122,32,2,2021-05-03,9,90,18.0
1455,121,36,1,2022-01-15,7,70,10.246407207642763
1456,125,36,2,2022-02-26,9,90,15.12041275464934
1457,124,13,1,2022-11-27,8,80,15.140090013553188
1458,41,37,2,2022-02-07,7,70,12.897122229538212
1459,83,13,2,2021-05-25,9,90,9.0
1460,26,24,1,2021-07-04,8,80,9.606819056423308
1461,35,6,2,2022-01-05,8,80,8.0
1462,86,4,1,2021-01-22,10,100,10.768346840907578
1463,57,8,1,2022-03-28,7,70,8.47491095698707
1464,14,29,1,2021-01-03,8,80,14.679264688376605
1465,146,3,1,2022-07-10,9,90,18.0
1466,22,3,1,2021-03-02,9,90,12.529150856655757
1467,74,27,1,2021-07-18,10,100,10.0
1468,43,36,1,2021-01-17,10,100,12.237332099206558
1469,105,39,1,2021-01-11,7,70,8.866955745570486
1470,43,24,1,2022-10-04,9,90,18.0
1471,50,26,1,2021-03-07,9,90,16.209303993467465
1472,42,34,2,2021-10-06,8,80,9.916553879967925
1473,100,36,2,2022-04-24,11,110,21.008720987838984
1474,10,25,2,2022-05-28,9,90,13.378953396275298
1475,69,11,1,2022-05-18,8,80,14.392462121217768
1476,118,38,1,2022-02-20,6,60,7.430776518345365
1477,49,18,2,2022-05-02,8,80,8.0
1478,90,28,1,2022-01-13,9,90,18.0
1479,47,18,1,2022-06-15,10,100,10.0
1480,19,32,2,2022-10-15,7,70,7.0
1481,28,22,1,2021-03-19,8,80,9.507110966309952
1482,145,19,2,2021-11-12,8,80,12.437189744439204
1483,120,32,1,2022-10-07,10,100,19.45066629010867
1484,120,29,1,2022-07-03,8,80,8.060955581489582
1485,94,24,2,2022-08-20,8,80,9.922065970589838
1486,139,34,1,2022-03-27,7,70,7.0
1487,8,31,1,2021-11-14,7,70,13.232752691767194
1488,49,24,2,2022-07-15,8,80,13.04071169677077
1489,22,25,2,2022-06-04,8,80,9.931802714000302
1490,125,25,2,2021-06-18,8,80,8.804761799562302
1491,1,5,2,2021-09-12,9,90,9.0
1492,54,33,2,2021-11-05,7,70,8.387321940835909
1493,137,34,2,2022-03-12,9,90,9.0
1494,84,35,2,2022-08-28,8,80,13.518557154287619
1495,11,19,2,2021-11-03,9,90,12.977537129877888
1496,72,31,1,2021-01-06,9,90,18.0
1497,69,11,2,2021-02-16,8,80,8.898493845591794
1498,92,17,2,2021-10-05,6,60,12.0
1499,23,22,2,2022-03-11,10,100,19.264702587393227
1500,142,31,1,2022-09-19,8,80,16.0
1501,76,11,1,2022-04-17,9,90,18.0
1502,20,1,1,2022-09-23,6,60,8.856171187211633
1503,54,19,1,2021-11-20,7,70,11.770306025001798
1504,119,28,2,2021-09-25,6,60,6.462836768408654
1505,70,33,1,2021-06-07,8,80,8.0
1506,132,34,2,2021-11-08,8,80,8.0
1507,121,38,2,2021-06-23,9,90,9.0
1508,119,15,2,2022-06-22,6,60,7.817981721049499
1509,2,13,1,2022-03-12,8,80,13.628780505549123
1510,55,36,2,2022-09-11,7,70,12.25027812267804
1511,111,13,1,2021-02-28,10,100,13.251718301115542
1512,71,11,1,2022-05-27,6,60,12.0
1513,60,7,1,2022-04-04,7,70,9.286420630873934
1514,148,20,1,2022-10-20,9,90,10.716074052249818
1515,15,29,2,2022-04-10,8,80,13.869236553444253
1516,149,37,1,2022-06-12,12,120,23.03798939201265
1517,116,13,1,2021-05-15,11,110,19.831702387258144
1518,29,21,2,2022-04-10,6,60,6.0
1519,61,37,2,2022-07-18,9,90,15.393921461136323
1520,11,20,1,2022-12-12,9,90,12.899736025983788
1521,43,6,2,2021-10-24,7,70,10.017869630312097
1522,142,9,1,2022-03-25,8,80,16.0
1523,5,38,1,2022-06-06,6,60,6.0
1524,46,34,1,2022-07-02,11,110,20.26802456076206
1525,120,1,2,2022-04-02,8,80,8.0
1526,123,6,2,2021-09-18,9,90,9.0
1527,14,25,2,2021-02-12,7,70,7.78924754012035
1528,65,23,1,2021-11-24,9,90,11.587122901229264
1529,53,31,2,2021-04-08,7,70,13.130887943949833
1530,140,5,2,2022-07-03,8,80,12.122358702129384
1531,107,31,1,2021-03-28,7,70,14.0
1532,2,11,2,2022-12-23,9,90,18.0
1533,112,5,1,2021-01-13,8,80,14.226402275416676
1534,80,28,1,2021-05-15,7,70,14.0
1535,99,13,1,2022-02-18,6,60,12.0
1536,122,38,2,2022-01-27,9,90,13.034050479776958
1537,87,5,1,2021-07-04,9,90,13.71420876491862
1538,39,11,2,2021-09-01,9,90,13.429525960000147
1539,112,35,2,2022-03-27,8,80,12.029987303846593
1540,43,2,1,2022-04-12,11,110,22.0
1541,134,6,1,2022-07-24,10,100,20.0
1542,106,28,1,2021-03-08,6,60,10.05742772063719
1543,48,18,1,2021-06-06,9,90,9.0
1544,141,20,1,2021-03-15,8,80,16.0
1545,65,18,1,2022-12-25,9,90,12.251841519963136
1546,10,35,2,2022-06-08,10,100,10.0
1547,87,19,2,2021-09-19,8,80,11.72674009630514
1548,144,7,2,2022-11-08,9,90,15.814053813880935
1549,89,2,1,2021-02-28,10,100,11.009776489744274
1550,53,15,1,2022-05-03,8,80,8.0
1551,85,15,1,2022-12-16,10,100,13.685629250203819
1552,2,33,1,2021-09-01,9,90,18.0
1553,44,26,2,2022-01-01,8,80,10.257056532379789
1554,34,1,1,2021-09-19,8,80,12.889206582154056
1555,104,12,1,2022-03-13,8,80,8.0
1556,60,21,1,2022-05-15,9,90,16.898067877419674
1557,12,23,2,2022-08-04,9,90,15.930041281153718
1558,130,22,1,2022-11-19,9,90,13.849556325697272
1559,38,26,2,2022-05-11,8,80,8.0
1560,66,13,2,2021-05-21,7,70,10.868190477015503
1561,20,34,1,2022-11-12,12,120,17.452134868581133
1562,81,32,1,2022-07-25,12,120,16.336475650768694
1563,75,5,1,2021-06-05,10,100,10.0
1564,63,19,1,2021-02-03,9,90,18.0
1565,133,12,1,2021-08-21,8,80,14.980761604801366
1566,126,25,2,2021-12-21,9,90,15.010438489553108
1567,143,38,1,2021-11-05,7,70,12.808514328584254
1568,90,31,1,2022-06-12,7,70,8.178198496723564
1569,104,33,2,2022-10-01,8,80,8.233917864237833
1570,148,39,1,2022-10-09,8,80,16.0
1571,106,4,1,2021-01-23,9,90,9.520221339077859
1572,105,12,2,2022-12-04,10,100,13.844290722457256
1573,139,4,1,2022-05-12,10,100,18.78789634012365
1574,70,19,1,2022-06-10,8,80,9.315260933391183
1575,142,18,1,2021-02-13,8,80,11.693713184854397
1576,138,17,2,2021-02-14,7,70,11.492794199109978
1577,96,33,2,2022-03-20,7,70,9.887410115739568
1578,109,14,2,2022-12-11,7,70,9.815869275126236
1579,135,16,1,2022-01-18,8,80,14.44131260025203
1580,144,30,1,2022-11-16,9,90,14.513757845130714
1581,92,12,2,2022-10-14,6,60,10.069393370055295
1582,51,10,1,2022-04-03,9,90,11.950478917275653
1583,111,37,2,2022-02-01,9,90,17.86272172228067
1584,146,39,1,2022-03-05,9,90,13.80453252063741
1585,6,1,1,2022-12-25,7,70,14.0
1586,86,21,2,2022-07-06,11,110,12.62502727388153
1587,53,37,1,2021-08-14,9,90,18.0
1588,6,21,2,2021-12-10,7,70,8.990561365779769
1589,149,25,2,2022-04-23,12,120,14.784686136341673
1590,111,25,2,2021-01-08,10,100,11.683206430598162
1591,12,24,1,2021-09-12,9,90,10.055067962709652
1592,124,10,1,2022-07-16,11,110,17.217826681067642
1593,49,7,2,2021-10-09,8,80,8.946680694664522
1594,9,25,1,2021-10-05,7,70,14.0
1595,149,20,1,2021-05-02,10,100,19.1064919321055
1596,48,23,1,2021-03-18,7,70,14.0
1597,14,37,1,2022-08-04,8,80,8.0
1598,137,37,2,2022-02-11,7,70,7.124859582384415
1599,33,36,1,2022-08-17,7,70,10.601586396793108
1600,61,16,1,2021-10-03,9,90,11.82295809454625
1601,58,7,1,2022-02-17,10,100,13.644199205966942
1602,134,39,2,2021-01-09,8,80,14.386622831883441
1603,83,23,2,2022-02-03,9,90,18.0
1604,49,28,2,2022-03-26,7,70,11.023316855735361
1605,43,12,2,2022-07-15,9,90,9.0
1606,146,16,1,2022-11-27,9,90,11.93170896233934
1607,126,31,1,2022-08-01,8,80,16.0
1608,135,7,1,2022-05-22,8,80,8.0
1609,18,18,1,2022-02-28,7,70,14.0
1610,130,14,2,2021-12-12,9,90,10.925033072456788
1611,107,8,2,2021-11-13,8,80,11.297640896179551
1612,119,24,2,2022-03-27,7,70,12.873776895307037
1613,31,10,2,2022-10-05,7,70,11.031956188917759
1614,104,23,2,2021-08-15,9,90,10.320262024843505
1615,126,18,2,2022-04-17,8,80,12.35923813995884
1616,144,29,2,2021-06-15,8,80,14.76458552883947
1617,5,32,2,2022-07-16,9,90,11.950359295651062
1618,72,34,1,2021-07-07,8,80,16.0
1619,70,33,1,2021-06-01,9,90,18.0
1620,96,1,2,2022-04-10,6,60,11.242529246010582
1621,67,36,1,2022-05-01,10,100,10.0
1622,30,33,2,2022-01-08,8,80,8.152649263570236
1623,145,38,2,2021-07-20,8,80,13.42626014166139
1624,142,10,1,2021-12-02,8,80,8.0
1625,2,27,2,2021-02-28,8,80,13.254742707015755
1626,95,3,2,2022-12-20,6,60,6.66167220380986
1627,101,14,1,2022-10-18,9,90,18.0
1628,73,37,1,2021-02-01,11,110,15.472375530277223
1629,110,1,1,2021-10-09,8,80,12.937264637203386
1630,136,35,1,2021-03-15,11,110,14.004941163006354
1631,57,29,2,2022-09-24,10,100,11.197557125246057
1632,104,2,2,2022-12-03,8,80,10.90304773787703
1633,147,16,2,2022-12-24,10,100,17.567221944912426
1634,70,32,2,2021-08-04,8,80,8.0
1635,122,7,1,2021-12-05,9,90,18.0
1636,22,35,1,2022-11-06,9,90,9.786805847828509
1637,58,34,2,2022-05-27,11,110,18.553641540262177
1638,45,23,2,2021-11-09,10,100,10.018737363965464
1639,97,3,1,2021-07-10,9,90,18.0
1640,120,22,2,2021-12-13,9,90,17.30019402357053
1641,102,28,2,2021-03-08,9,90,9.0
1642,135,20,1,2022-03-20,8,80,15.72180675102392
1643,116,8,1,2022-09-10,9,90,9.0
1644,52,1,1,2021-01-03,8,80,12.223748936586887
1645,96,17,1,2022-09-24,8,80,11.250493767165594
1646,107,37,1,2021-12-26,7,70,13.25052508463634
1647,16,38,1,2021-10-03,7,70,13.000837142055452
1648,66,32,1,2022-11-05,7,70,7.0
1649,143,3,1,2022-04-10,9,90,18.0
1650,131,32,1,2022-02-28,9,90,18.0
1651,21,18,2,2022-02-19,6,60,7.180082724894236
1652,28,2,2,2021-06-11,8,80,8.0
1653,34,10,1,2022-08-15,7,70,11.32078022001831
1654,128,4,1,2021-10-23,9,90,16.113178950509443
1655,134,38,1,2022-11-22,11,110,14.978361235940525
1656,148,14,2,2021-04-17,8,80,14.623102511270178
1657,42,21,1,2021-11-25,7,70,8.25796929999018
1658,23,28,2,2021-02-28,10,100,12.926206017255181
1659,25,2,1,2022-07-16,10,100,20.0
1660,50,8,2,2022-05-16,6,60,10.120348551639944
1661,64,33,2,2022-04-11,7,70,13.515569238179696
1662,118,27,1,2021-07-08,7,70,14.0
1663,77,37,2,2022-04-23,6,60,12.0
1664,102,38,2,2022-01-01,11,110,22.0
1665,26,38,2,2021-08-15,8,80,16.0
1666,90,28,1,2021-10-06,8,80,11.531306817644342
1667,30,21,2,2022-04-10,8,80,13.537480737983472
1668,146,24,2,2022-12-24,8,80,8.242297674084895
1669,11,34,2,2022-10-05,8,80,11.87243900821509
1670,8,24,2,2021-09-14,7,70,11.805921676959432
1671,66,9,2,2022-01-10,7,70,14.0
1672,54,2,1,2021-04-13,7,70,10.654952794759414
1673,133,6,1,2021-04-24,11,110,18.388727488148866
1674,17,4,2,2021-09-02,7,70,10.045865479969438
1675,13,8,1,2021-10-15,9,90,14.220058387339188
1676,96,1,2,2022-08-18,8,80,14.580363214064908
1677,36,30,2,2022-10-12,11,110,11.771829427634497
1678,106,30,1,2021-12-10,6,60,12.0
1679,114,6,1,2021-08-28,8,80,12.188327137252367
1680,105,17,1,2021-06-08,10,100,12.151342659327385
1681,117,38,2,2022-03-14,9,90,15.34209181007146
1682,22,13,2,2022-11-21,11,110,13.128390206575936
1683,102,25,1,2022-12-15,11,110,11.0
1684,21,29,1,2022-02-03,6,60,6.0
1685,33,39,2,2021-02-17,8,80,15.972228232632887
1686,105,12,1,2021-02-06,10,100,11.802271331881375
1687,118,24,2,2021-07-26,6,60,7.486900694543145
1688,133,2,1,2021-09-19,10,100,12.59827526689881
1689,90,26,2,2021-10-15,8,80,16.0
1690,19,27,2,2022-01-15,9,90,13.56125942773605
1691,139,37,2,2022-07-21,10,100,20.0
1692,100,5,1,2021-03-06,11,110,14.607303915761106
1693,36,35,1,2021-03-17,11,110,21.261033015841015
1694,119,29,2,2022-01-23,6,60,6.0
1695,35,32,1,2021-10-05,8,80,16.0
1696,40,20,2,2022-06-05,9,90,9.0
1697,78,37,1,2022-08-17,7,70,12.493913467700033
1698,64,38,2,2021-08-27,7,70,14.0
1699,144,8,2,2022-08-17,9,90,15.914068948598782
1700,15,29,1,2022-10-28,8,80,16.0
1701,38,18,1,2021-10-24,9,90,10.066674303526774
1702,123,16,2,2022-01-23,8,80,16.0
1703,49,9,2,2021-05-26,8,80,13.378064216150376
1704,11,30,1,2022-02-13,8,80,8.0
1705,57,1,2,2021-01-03,9,90,14.537797241442908
1706,63,38,2,2022-07-24,8,80,16.0
1707,136,24,1,2022-01-15,12,120,19.968958982164978
1708,80,4,2,2022-07-11,7,70,9.872356507161369
1709,95,31,2,2021-04-04,6,60,8.250486598642343
1710,19,17,2,2021-05-02,7,70,9.02244705482814
1711,13,21,1,2021-05-16,9,90,13.263968575058971
1712,83,10,1,2021-10-05,9,90,18.0
1713,150,38,2,2021-04-12,9,90,16.01314769966141
1714,4,1,2,2021-01-28,9,90,18.0
1715,65,11,2,2022-05-21,9,90,18.0
1716,121,27,2,2022-04-03,7,70,7.0
1717,47,12,1,2022-01-12,11,110,22.0
1718,47,3,1,2022-08-20,10,100,19.57387837432472
1719,34,18,2,2021-11-21,7,70,12.499468718362392
1720,129,4,1,2021-02-14,7,70,13.707533967208335
1721,94,25,1,2021-04-25,8,80,16.0
1722,93,17,2,2021-09-22,9,90,12.264723940102291
1723,82,33,2,2021-04-14,9,90,9.0
1724,123,1,2,2022-01-08,8,80,12.462967986042313
1725,108,8,1,2022-08-13,9,90,18.0
1726,40,16,1,2021-09-05,9,90,18.0
1727,11,20,1,2021-08-04,8,80,16.0
1728,129,20,2,2021-01-03,7,70,14.0
1729,23,16,1,2022-09-17,8,80,11.279315858159828
1730,65,32,1,2021-03-17,9,90,13.995955496395542
1731,31,7,1,2022-12-25,7,70,11.651519369044943
1732,119,14,1,2022-04-04,6,60,6.781468478518422
1733,129,26,2,2021-11-27,7,70,8.405525473750615
1734,116,31,1,2021-10-10,11,110,19.942343006531516
1735,98,37,2,2021-02-15,9,90,18.0
1736,15,4,2,2022-10-02,9,90,16.0267739161097
1737,42,33,1,2022-07-10,7,70,14.0
1738,92,17,2,2021-01-19,7,70,7.0
1739,76,22,1,2022-11-16,8,80,8.579919671629737
1740,75,14,1,2022-07-24,9,90,9.0
1741,149,18,2,2022-09-23,10,100,20.0
1742,54,25,1,2021-02-07,7,70,14.0
1743,120,33,2,2021-11-08,8,80,8.0
1744,123,26,2,2022-01-11,9,90,18.0
1745,93,3,1,2021-10-03,7,70,14.0
1746,79,26,1,2021-02-04,9,90,12.072086269377118
1747,132,12,2,2022-10-12,8,80,15.354978753827213
1748,89,16,2,2021-12-27,10,100,10.53129588866532
1749,143,23,1,2022-12-24,8,80,13.284760049550332
1750,37,10,2,2022-03-26,6,60,11.14484540866322
1751,122,20,2,2022-07-07,9,90,10.474238833270826
1752,136,24,1,2021-07-03,12,120,20.107931044599514
1753,72,38,2,2021-11-14,9,90,18.0
1754,149,33,1,2022-08-21,9,90,13.57440032762245
1755,48,1,1,2021-12-24,7,70,14.0
1756,141,21,2,2022-09-19,8,80,8.0
1757,92,13,1,2022-11-19,6,60,6.0
1758,123,10,2,2022-10-09,8,80,9.625695171497098
1759,15,13,1,2022-08-21,9,90,17.630144297728812
1760,109,11,1,2022-10-07,7,70,14.0
1761,131,29,1,2021-05-28,9,90,10.228783657265113
1762,149,31,2,2021-12-12,9,90,15.666750232720567
1763,32,27,2,2022-05-05,11,110,11.442280738992302
1764,37,30,1,2021-04-24,7,70,13.354633793832086
1765,88,37,1,2022-01-10,7,70,13.12484100509947
1766,80,20,2,2022-10-28,6,60,11.746284836496274
1767,30,7,2,2022-02-12,8,80,11.364584161557142
1768,119,18,2,2021-11-01,7,70,10.385951312393475
1769,63,21,2,2022-03-13,10,100,16.894697206331674
1770,136,13,1,2021-09-04,8,80,12.71048103605011
1771,83,12,1,2021-10-04,9,90,18.0
1772,69,3,2,2022-07-17,8,80,10.235753875496997
1773,42,23,2,2022-01-07,7,70,7.0
1774,52,11,1,2022-05-11,11,110,11.0
1775,53,37,2,2021-06-05,7,70,8.81685910414492
1776,23,32,1,2021-04-08,7,70,10.222730699808249
1777,52,10,1,2021-06-05,9,90,13.296722944256599
1778,89,12,2,2021-06-19,9,90,12.845292581113853
1779,129,24,1,2021-08-15,7,70,10.845941135930733
1780,100,6,1,2022-08-13,9,90,17.10238791603406
